Ankunft,Zugnr.,von (Abfahrt),Gleis
13:02 (+17),ICE 932,Saarbrücken Hbf (ab 06:28),8
13:03,RE 4359,Rostock Hbf (ab 10:37),6
13:21,RE 3349,Schwedt(Oder) (ab 12:04),6
13:28 (+7),RE 3310,Luckenwalde (ab 12:35),9
13:31,ICE 1100,München Hbf (ab 09:19),8
13:33 (+3),RE 3619,Perleberg (ab 11:03),6
13:40 (+6),RB 18256,Werder(Havel) (ab 12:41),5
13:43 (+1),IC 2178,Dresden Hbf (ab 11:35),9
13:51,RE 3512,Berlin Südkreuz (ab 13:34),9
14:03 (+1),RE 3511,Stralsund Hbf (ab 11:02),6
14:16,IC 2179,Rostock Hbf (ab 12:22),6
14:22,RE 3309,Stralsund Hbf (ab 11:10),6
14:28,RE 3350,Lutherstadt Wittenberg Hbf (ab 12:52),9
14:31 (+3),ICE 1600,München Hbf (ab 10:22),8
14:34,RE 3621,Perleberg (ab 12:03),7
14:39,RB 56806,Schwerin Hbf (ab 12:14),9
14:39,RE 56806,Schwerin Hbf (ab 12:14),9
14:40 Ausfall,RB 18258,Werder(Havel) (ab 13:41),5
14:43 (+35),ICE 692,München Hbf (ab 06:42),8
14:51,RE 4360,Berlin Südkreuz (ab 14:34),10
14:53,ICE 933,Stralsund Hbf (ab 12:21),7
15:02 (+5),ICE 930,Frankfurt(Main)Hbf (ab 11:02),7
15:03,RE 4361,Rostock Hbf (ab 12:37),6
15:21 (+1),RE 3351,Schwedt(Oder) (ab 14:04),6
15:28,RE 3312,Luckenwalde (ab 14:35),9
15:31 (+2),ICE 1008,München Hbf (ab 11:18),8
15:34,RE 3623,Perleberg (ab 13:03),6
15:40 Ausfall,RB 18260,Werder(Havel) (ab 14:41),5
15:43,IC 2176,Dresden Hbf (ab 13:35),9
15:50,NEB 61086,Basdorf (ab 15:27),
15:50,RB 61086,Basdorf (ab 15:27),9
15:51,RE 3514,Berlin Südkreuz (ab 15:34),10
16:03,RE 3513,Stralsund Hbf (ab 13:02),6
16:13 (+28),ICE 1204,Innsbruck Hbf (ab 08:42),8
16:16 (+1),IC 2271,Rostock Hbf (ab 14:20),6
16:22,RE 3311,Stralsund Hbf (ab 13:10),6
16:28 (+21),RE 3352,Lutherstadt Wittenberg Hbf (ab 14:52),9
16:31 (+16),ICE 1508,München Hbf (ab 12:21),8
16:34,RE 3625,Perleberg (ab 14:03),7
16:39,RB 56808,Schwerin Hbf (ab 14:14),9
16:39 (+1),RE 56808,Schwerin Hbf (ab 14:14),9
16:40 Ausfall,RB 18262,Werder(Havel) (ab 15:41),5
16:43 (+60),ICE 2920,München Hbf (ab 08:45),8
16:43 (+37),ICE 690,München Hbf (ab 08:45),8
16:44,NEB 61088,Basdorf (ab 16:27),
16:44 (+3),RB 61088,Basdorf (ab 16:27),6
16:51 (+5),RE 4362,Berlin Südkreuz (ab 16:34),10
16:54 (+5),ICE 935,Ostseebad Binz (ab 13:24),6
17:02 Ausfall,ICE 838,Frankfurt(Main)Hbf (ab 13:02),10
17:03,RE 4363,Rostock Hbf (ab 14:37),6
17:12 (+4),RE 3337,Angermünde (ab 16:17),8
17:21 (+5),RE 3353,Schwedt(Oder) (ab 16:04),6
17:28,RE 3314,Lutherstadt Wittenberg Hbf (ab 15:51),9
17:31,ICE 1006,München Hbf (ab 13:17),8
17:34,RE 3627,Perleberg (ab 15:03),6
17:40 (+7),RB 18264,Werder(Havel) (ab 16:41),5
17:43 (+4),IC 2174,Dresden Hbf (ab 15:35),9
17:48,NEB 61090,Wandlitzsee (ab 17:20),
17:48 (+1),RB 61090,Wandlitzsee (ab 17:20),6
17:51 (+6),RE 3516,Berlin Südkreuz (ab 17:36),9
17:57,RE 3333,Angermünde (ab 17:09),7
18:03 (+7),RE 3515,Stralsund Hbf (ab 15:02),6
18:13 (+2),ICE 706,München Hbf (ab 13:12),8
18:16 (+32),IC 2273,Rostock Hbf (ab 16:20),6
18:22,RE 3313,Stralsund Hbf (ab 15:10),6
18:28,RE 3354,Lutherstadt Wittenberg Hbf (ab 16:52),10
18:31 (+7),ICE 1506,München Hbf (ab 14:21),8
18:34,RB 3629,Diekirch (ab 04:51),
18:34,RE 3629,Perleberg (ab 16:03),7
18:39,RB 56810,Schwerin Hbf (ab 16:14),9
18:39 (+59),RE 56810,Schwerin Hbf (ab 16:14),9
18:40,RB 18266,Werder(Havel) (ab 17:41),5
18:43 (+55),ICE 598,München Hbf (ab 10:45),8
18:51,RE 4364,Berlin Südkreuz (ab 18:34),10
18:54 Ausfall,ICE 937,Ostseebad Binz (ab 15:24),6
19:03 (+7),RE 4365,Rostock Hbf (ab 16:37),6
19:13 (+47),ICE 9591,Paris Est (ab 11:07),8
19:13 (+120),RE 3339,Angermünde (ab 18:16),6
19:21 (+99),RE 3355,Schwedt(Oder) (ab 18:04),5
19:28 (+35),RE 3316,Lutherstadt Wittenberg Hbf (ab 17:51),9
19:31 (+1),ICE 1004,München Hbf (ab 15:17),8
19:34,RB 3631,Diekirch (ab 06:51),
19:34,RE 3631,Perleberg (ab 17:03),7
19:40 (+5),RB 18268,Werder(Havel) (ab 18:41),5
19:43,IC 2172,Dresden Hbf (ab 17:35),9
19:51,RE 3518,Berlin Südkreuz (ab 19:34),9
20:03 (+5),RE 3517,Stralsund Hbf (ab 17:02),6
20:16,IC 2275,Rostock Hbf (ab 18:20),6
20:16 (+7),ICE 90,Nürnberg Hbf (ab 16:26),8
20:22 (+36),RE 3315,Stralsund Hbf (ab 17:10),6
20:28 (+1),RE 3356,Lutherstadt Wittenberg Hbf (ab 18:52),9
20:31 (+1),ICE 1504,München Hbf (ab 16:21),8
20:34,RB 3633,Diekirch (ab 08:51),
20:34,RE 3633,Perleberg (ab 18:03),7
20:39,RB 56812,Schwerin Hbf (ab 18:14),6
20:39 (+28),RE 56812,Schwerin Hbf (ab 18:14),6
20:40 (+12),RB 18270,Werder(Havel) (ab 19:41),5
20:43 Ausfall,ICE 596,München Hbf (ab 12:45),8
20:51,RE 4366,Berlin Südkreuz (ab 20:34),9
21:03 Ausfall,ICE 834,Frankfurt(Main)Hbf (ab 17:02),8
21:03 (+11),RE 4367,Rostock Hbf (ab 18:37),6
21:21 (+67),RE 3357,Schwedt(Oder) (ab 20:04),6
21:28 (+155),RE 3318,Luckenwalde (ab 20:35),9
21:31 (+19),ICE 1002,München Hbf (ab 17:19),8
21:34,RB 3635,Diekirch (ab 10:51),
21:34 (+10),RE 3635,Perleberg (ab 19:03),6
21:40 (+2),RB 18272,Werder(Havel) (ab 20:41),10
21:51,RE 3520,Berlin Südkreuz (ab 21:34),9
22:03,RE 3519,Stralsund Hbf (ab 19:02),6
22:14,ICE 702,München Hbf (ab 17:08),8
22:22 (+133),RE 3317,Stralsund Hbf (ab 19:10),6
22:28 Ausfall,RE 3358,Lutherstadt Wittenberg Hbf (ab 20:52),9
22:34,RB 3637,Diekirch (ab 12:51),
22:34,RE 3637,Perleberg (ab 20:03),7
22:39,RB 56814,Schwerin Hbf (ab 20:14),6
22:39 (+2),RE 56814,Schwerin Hbf (ab 20:14),6
22:41 (+12),RB 18274,Potsdam Park Sanssouci (ab 21:41),10
22:43 (+44),ICE 594,München Hbf (ab 14:45),8
23:26,RE 3,Wüstenfelde (ab 00:19),
23:26 (+58),RE 3359,Angermünde (ab 22:32),6
23:28 (+35),RE 3320,Berlin Hbf (ab 23:24),9
23:34,RB 3639,Diekirch (ab 14:51),7
23:34 (+30),RE 3639,Perleberg (ab 21:03),7
23:54 (+28),ICE 1000,München Hbf (ab 19:18),7
